patch,role,champion_name,champion_name_kr,pick_count,pick_rate_pct,win_rate_pct,wilson_low_pct,pop_quartile,flag
15.3,TOP,Poppy,뽀삐,39,0.084,38.46,24.89,3,
15.3,TOP,Lissandra,리산드라,19,0.041,36.84,19.15,3,
15.3,TOP,Varus,바루스,20,0.043,35.0,18.12,3,
15.3,TOP,Amumu,아무무,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Kalista,칼리스타,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Milio,밀리오,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Qiyana,키아나,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Taliyah,탈리야,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Talon,탈론,1,0.002,100.0,20.65,1,LOW_N
15.3,TOP,Graves,그레이브즈,2,0.004,100.0,34.24,1,LOW_N
15.3,TOP,Alistar,알리스타,3,0.006,100.0,43.85,1,LOW_N
15.3,TOP,Viktor,빅토르,7,0.015,85.71,48.69,2,LOW_N
15.3,TOP,LeeSin,리 신,6,0.013,83.33,43.65,2,LOW_N
15.3,TOP,Nautilus,노틸러스,6,0.013,83.33,43.65,2,LOW_N
15.3,TOP,Lillia,릴리아,5,0.011,80.0,37.55,2,LOW_N
15.3,TOP,Katarina,카타리나,4,0.009,75.0,30.06,2,LOW_N
15.3,TOP,MasterYi,마스터 이,4,0.009,75.0,30.06,2,LOW_N
15.3,TOP,Velkoz,벨코즈,4,0.009,75.0,30.06,2,LOW_N
15.3,TOP,Rengar,렝가,8,0.017,75.0,40.93,2,LOW_N
15.3,TOP,Rammus,람머스,11,0.024,72.73,43.43,2,LOW_N
15.3,TOP,XinZhao,신 짜오,13,0.028,69.23,42.37,3,LOW_N
15.3,TOP,Nilah,닐라,3,0.006,66.67,20.77,1,LOW_N
15.3,TOP,Soraka,소라카,3,0.006,66.67,20.77,1,LOW_N
15.3,TOP,Tristana,트리스타나,3,0.006,66.67,20.77,1,LOW_N
15.3,TOP,Vex,벡스,3,0.006,66.67,20.77,1,LOW_N
15.3,TOP,AurelionSol,아우렐리온 솔,6,0.013,66.67,30.0,2,LOW_N
15.3,TOP,Elise,엘리스,6,0.013,66.67,30.0,2,LOW_N
15.3,TOP,Malzahar,말자하,12,0.026,66.67,39.06,3,LOW_N
15.3,TOP,Zed,제드,11,0.024,63.64,35.38,3,LOW_N
15.3,TOP,Ezreal,이즈리얼,5,0.011,60.0,23.07,2,LOW_N
15.3,TOP,Fizz,피즈,5,0.011,60.0,23.07,2,LOW_N
15.3,TOP,Jhin,진,5,0.011,60.0,23.07,2,LOW_N
15.3,TOP,Vi,바이,5,0.011,60.0,23.07,2,LOW_N
15.3,TOP,Brand,브랜드,7,0.015,57.14,25.05,2,LOW_N
15.3,TOP,Anivia,애니비아,9,0.019,55.56,26.66,2,LOW_N
15.3,TOP,Ivern,아이번,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Janna,잔나,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Lulu,룰루,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Morgana,모르가나,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Nunu,누누와 윌럼프,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Sivir,시비르,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Xerath,제라스,2,0.004,50.0,9.45,1,LOW_N
15.3,TOP,Annie,애니,4,0.009,50.0,15.0,1,LOW_N
15.3,TOP,Diana,다이애나,4,0.009,50.0,15.0,2,LOW_N
15.3,TOP,Nocturne,녹턴,4,0.009,50.0,15.0,2,LOW_N
15.3,TOP,FiddleSticks,FiddleSticks,8,0.017,50.0,21.52,2,LOW_N
15.3,TOP,Shaco,샤코,8,0.017,50.0,21.52,2,LOW_N
15.3,TOP,Ekko,에코,10,0.022,50.0,23.66,2,LOW_N
15.3,TOP,Kaisa,카이사,10,0.022,50.0,23.66,2,LOW_N
15.3,TOP,Hwei,흐웨이,9,0.019,44.44,18.88,2,LOW_N
15.3,TOP,Kassadin,카사딘,7,0.015,42.86,15.82,2,LOW_N
15.3,TOP,Veigar,베이가,7,0.015,42.86,15.82,2,LOW_N
15.3,TOP,Ahri,아리,5,0.011,40.0,11.76,2,LOW_N
15.3,TOP,JarvanIV,자르반 4세,5,0.011,40.0,11.76,2,LOW_N
15.3,TOP,Neeko,니코,5,0.011,40.0,11.76,2,LOW_N
15.3,TOP,Sejuani,세주아니,8,0.017,37.5,13.68,2,LOW_N
15.3,TOP,Braum,브라움,3,0.006,33.33,6.15,1,LOW_N
15.3,TOP,Draven,드레이븐,3,0.006,33.33,6.15,1,LOW_N
15.3,TOP,Senna,세나,3,0.006,33.33,6.15,1,LOW_N
15.3,TOP,Galio,갈리오,10,0.022,30.0,10.78,2,LOW_N
15.3,TOP,Azir,아지르,7,0.015,28.57,8.22,2,LOW_N
15.3,TOP,Briar,브라이어,7,0.015,28.57,8.22,2,LOW_N
15.3,TOP,Twitch,트위치,4,0.009,25.0,4.56,2,LOW_N
15.3,TOP,Naafiri,나피리,9,0.019,22.22,6.32,2,LOW_N
15.3,TOP,Skarner,스카너,11,0.024,18.18,5.14,3,LOW_N
15.3,TOP,MissFortune,미스 포츈,1,0.002,0.0,0.0,1,LOW_N
15.3,TOP,RekSai,렉사이,1,0.002,0.0,0.0,1,LOW_N
15.3,TOP,Taric,타릭,1,0.002,0.0,0.0,1,LOW_N
15.3,TOP,TwistedFate,트위스티드 페이트,1,0.002,0.0,0.0,1,LOW_N
15.3,TOP,Zyra,자이라,1,0.002,0.0,0.0,1,LOW_N
15.3,TOP,Lucian,루시안,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Orianna,오리아나,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Rell,렐,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Shyvana,쉬바나,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Syndra,신드라,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Thresh,쓰레쉬,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Zeri,제리,2,0.004,0.0,0.0,1,LOW_N
15.3,TOP,Caitlyn,케이틀린,3,0.006,0.0,0.0,1,LOW_N
